start_time,end_time,meanBytes,minBytes,maxBytes,medAbsDev,skewLength,kurtosisLength,q10,q20,q30,q40,q50,q60,q70,q80,q90,spanOfGroup,meanTBP,varTBP,medianTBP,kurtosisTBP,skewTBP,network_to,network_from,network_both,network_to_external,network_local,anonymous_source_destination,device,state
1556236089.713632,1556236140.7826579,962.2663316582915,54,1501,139.36460853952659,-0.4817931302393794,-1.6903169843089845,112.0,190.0,312.0,1194.8000000000002,1397.0,1432.2,1468.0,1475.0,1490.0,51.06902575492859,0.01583615201005025,0.0022545840742194474,0.000867,41.75596783288905,5.831338368810807,0,0,0,2388,0,0,cloudcam,local_move
1556236089.713632,1556236141.302119,945.5556951423786,54,1501,151.2254262875714,-0.42665306797334607,-1.7434070702796258,112.0,164.0,312.0,1054.0,1391.0,1432.0,1468.0,1476.0,1490.0,51.58848690986633,0.01712095226130653,0.0021500004114338323,0.0010075000000000001,30.291968907998495,5.0019311869625005,0,0,0,2388,0,0,cloudcam,local_move
1556324536.021758,1556324562.484721,204.90849056603773,54,1196,41.51286211815685,3.729748419466787,20.6179373127394,104.0,106.0,107.0,128.0,132.0,164.0,309.0,312.0,316.0,26.462962865829468,0.01854241037735849,0.0005737288262818562,0.0110915,8.112657305144912,2.3825616911295917,0,0,0,1060,0,0,cloudcam,alexa_stop
1556324536.02179,1556324562.48473,192.90754716981132,54,1196,35.58245324413445,4.069347456730439,24.130160029818967,104.0,106.0,107.0,109.0,128.0,140.0,305.29999999999995,311.0,315.0,26.462939977645874,0.018738943396226414,0.0006594052316606267,0.010676999999999999,9.298772019615862,2.6165032620598057,0,0,0,1060,0,0,cloudcam,alexa_stop
1556324536.021758,1556324562.484721,205.90754716981132,54,1196,41.51286211815685,3.8269300368148853,19.401732793264888,104.0,106.0,107.0,112.0,132.0,164.0,309.0,312.0,316.0,26.462962865829468,0.020289544339622642,0.0006712994676118187,0.011598,6.069121570768559,2.1477454633987247,0,0,0,1060,0,0,cloudcam,alexa_stop
1556324536.0217798,1556324562.484721,207.1867924528302,54,1196,41.51286211815685,3.8505957597951133,19.07714024117651,104.0,106.0,107.0,124.40000000000009,132.0,164.0,309.0,312.0,316.0,26.46294116973877,0.020240160377358492,0.0007456218378477204,0.0115885,8.881759539803191,2.4826867238669834,0,0,0,1060,0,0,cloudcam,alexa_stop
1556324536.021758,1556324562.484721,198.77830188679246,64,1196,41.51286211815685,3.958443535402186,22.523359355143015,104.0,106.0,107.0,112.0,132.0,160.0,308.0,311.0,315.0,26.462962865829468,0.01931201132075472,0.0006038962160225345,0.010917,5.739030097398809,2.0554187370106924,0,0,0,1060,0,0,cloudcam,alexa_stop
1556324536.021758,1556324562.520208,200.2311320754717,54,1196,35.58245324413445,4.01944715246884,20.69487214879845,104.0,106.0,107.0,112.0,128.0,144.0,307.0,311.0,315.0,26.49844980239868,0.020033442452830192,0.0006110680936652404,0.0116355,3.6646971202665037,1.848020691924816,0,0,0,1060,0,0,cloudcam,alexa_stop
1556324536.021758,1556324562.520208,199.15754716981132,54,1196,40.030259899651256,4.050556985071363,21.370705786441732,104.9,106.0,107.0,126.0,132.0,144.0,307.0,311.0,315.0,26.49844980239868,0.019548435849056602,0.0006613133555303473,0.010429500000000001,6.123828156469756,2.1503621842938285,0,0,0,1060,0,0,cloudcam,alexa_stop
1556324536.021758,1556324562.520208,191.63679245283018,54,1196,35.58245324413445,4.047627876552584,25.15526480045475,104.0,106.0,107.0,112.0,128.0,142.0,306.0,311.0,314.0,26.49844980239868,0.019161672641509434,0.0007416297747586465,0.010854,12.928429253531105,3.0028450167624063,0,0,0,1060,0,0,cloudcam,alexa_stop
1556324536.02179,1556324562.484721,207.0132075471698,54,1196,41.51286211815685,3.8638956166260416,19.49014167956286,104.0,106.0,107.0,128.0,132.0,160.0,309.0,312.0,316.0,26.462930917739868,0.019178921698113204,0.0005729046328748828,0.011578,5.589729287201395,2.0239456696112024,0,0,0,1060,0,0,cloudcam,alexa_stop
1556324536.021758,1556324562.48473,209.78679245283018,54,1196,41.51286211815685,3.767005008448174,17.205314039566378,104.0,106.0,107.0,122.0,132.0,164.0,308.0,311.20000000000005,314.0,26.462971925735474,0.019134874528301885,0.0006113122153317397,0.010598,3.893204191036637,1.9324951403503634,0,0,0,1060,0,0,cloudcam,alexa_stop
1556286094.580172,1556286120.9391491,184.9774011299435,54,1495,42.99546433666246,4.481780758638604,41.73062508469534,99.0,101.0,101.0,122.0,128.0,142.0,307.0,312.0,315.0,26.35897707939148,0.019906243879472693,0.0013475757018829738,0.009999000000000001,56.667111753511286,6.147735745125192,0,0,0,1062,0,0,cloudcam,alexa_stop
1556286094.569719,1556286121.095005,189.34839924670433,64,1495,40.030259899651256,5.1384743064017036,40.978075783856184,99.0,101.0,101.0,122.0,128.0,140.0,307.0,312.0,315.0,26.525285959243774,0.02064502354048964,0.0012241282903943558,0.010843,34.62444432039172,4.727672751661292,0,0,0,1062,0,0,cloudcam,alexa_stop
1556286094.569719,1556286121.095005,189.27118644067798,54,1495,42.99546433666246,4.888323101704919,42.2930932125881,99.0,101.0,101.0,122.0,128.0,160.0,308.0,312.0,315.0,26.525285959243774,0.022600679849340867,0.0015167377155562195,0.010461,36.87993932761768,4.891303179749301,0,0,0,1062,0,0,cloudcam,alexa_stop
1556286094.615477,1556286121.095005,197.7693032015066,54,1491,42.99546433666246,5.0050982985112835,37.345459382679145,99.0,101.0,101.0,122.0,128.0,164.0,309.0,313.0,316.0,26.479527950286865,0.020579889830508475,0.0010595964979699436,0.01101,22.574821213726125,3.903019045106335,0,0,0,1062,0,0,cloudcam,alexa_stop
1556286094.5802622,1556286121.095005,189.6638418079096,54,1495,40.030259899651256,5.177251791728002,41.45316525671029,99.0,101.0,101.0,122.0,128.0,142.0,307.0,311.0,315.0,26.514742851257324,0.02066045574387947,0.00117893429623508,0.009912,26.3989431868079,4.199363592702501,0,0,0,1062,0,0,cloudcam,alexa_stop
1556286094.569719,1556286121.095005,191.49811676082862,54,1495,40.030259899651256,5.240747383275247,39.62694226151175,99.0,101.0,101.0,122.0,128.0,140.0,306.69999999999993,311.0,315.0,26.525285959243774,0.02067756497175141,0.0011219307169698558,0.009792,30.51603171516294,4.144686834901474,0,0,0,1062,0,0,cloudcam,alexa_stop
1556286094.569719,1556286120.6134043,197.6704331450094,54,1495,42.99546433666246,5.0335635288444145,36.19206911669935,99.0,101.0,101.0,122.0,128.0,160.0,308.0,312.0,315.0,26.0436851978302,0.02086146892655367,0.0012203961857667055,0.011075,47.21490190195687,5.362141220673871,0,0,0,1062,0,0,cloudcam,alexa_stop
1556286094.569719,1556286120.9391491,180.66949152542372,54,1487,40.030259899651256,4.661207120435845,43.832081928978084,99.0,101.0,101.0,122.0,128.0,132.0,299.69999999999993,311.0,315.0,26.36943006515503,0.020554038606403015,0.001232922060990968,0.010299,37.02340344460528,4.892757968326102,0,0,0,1062,0,0,cloudcam,alexa_stop
1556286094.569719,1556286120.9391491,206.33521657250472,54,1495,42.99546433666246,4.870752330126104,30.50062955152884,101.0,101.0,101.0,126.0,128.0,164.0,309.0,312.80000000000007,315.9,26.36943006515503,0.019266332391713745,0.0010293018458300337,0.009775,27.762773689382023,4.2840609261334635,0,0,0,1062,0,0,cloudcam,alexa_stop
1556286094.569719,1556286120.9391491,191.59792843691147,54,1491,42.99546433666246,4.563701785553486,40.8076990910256,99.0,101.0,101.0,122.0,128.0,160.0,308.0,312.0,315.0,26.36943006515503,0.02154803483992467,0.001372162823762216,0.011136,25.24389252124456,4.357788892796183,0,0,0,1062,0,0,cloudcam,alexa_stop
1556313584.8323832,1556313611.3560328,223.53030303030303,64,1332,69.68230426976329,3.7819489099436256,15.121450010084065,99.0,101.0,101.0,122.0,148.0,160.0,308.0,312.0,316.9,26.5236496925354,0.019632754010695183,0.0009480445734862683,0.010523999999999999,20.34509938852119,3.8045841640642974,0,0,0,1122,0,0,cloudcam,alexa_stop
1556313584.8323832,1556313611.3560328,238.90196078431373,64,1332,69.68230426976329,3.457593524015227,11.944512060027774,99.0,101.0,101.0,142.0,148.0,164.0,308.0,312.0,316.0,26.5236496925354,0.019449482174688056,0.001073076527191921,0.010162000000000001,21.032001946130087,4.02212728708126,0,0,0,1122,0,0,cloudcam,alexa_stop
1556313584.8323832,1556313611.3560328,242.6711229946524,64,1332,69.68230426976329,3.3700814672262918,11.199685648677765,101.0,101.0,101.0,142.0,148.0,164.0,310.0,313.0,317.0,26.5236496925354,0.01945114438502674,0.0010741590530817212,0.010519,36.34454723253798,4.832431338980492,0,0,0,1122,0,0,cloudcam,alexa_stop
1556313584.8323832,1556313611.3560328,227.53832442067736,64,1332,69.68230426976329,3.6885853450584194,14.013074578892581,99.0,101.0,101.0,140.0,148.0,160.0,308.0,312.0,315.0,26.5236496925354,0.02042389393939394,0.0010232774403143433,0.0109735,16.828393926208577,3.457338279879318,0,0,0,1122,0,0,cloudcam,alexa_stop
1556313584.8323832,1556313611.3560328,238.1541889483066,64,1332,69.68230426976329,3.427307500042655,11.573285479319077,101.0,101.0,101.0,140.0,148.0,164.0,309.0,312.0,317.0,26.5236496925354,0.01910086631016043,0.0009230640269633777,0.009510000000000001,21.785197681047755,3.806127618961118,0,0,0,1122,0,0,cloudcam,alexa_stop
1556313584.8323832,1556313611.314991,222.37967914438502,64,1332,69.68230426976329,3.8320011477919507,15.569969642250747,101.0,101.0,101.0,138.0,148.0,160.0,308.0,312.0,316.0,26.4826078414917,0.019283197860962567,0.0009525305112864183,0.010569,28.475871467489895,4.2214832114834,0,0,0,1122,0,0,cloudcam,alexa_stop
1556313584.8496668,1556313611.314991,232.22281639928698,64,1332,69.68230426976329,3.6009492758647803,13.27372042368389,99.0,101.0,101.0,142.0,148.0,164.0,309.0,312.0,317.0,26.46532416343689,0.019358300356506236,0.0008876177735341479,0.010267,18.914004394647105,3.595253104434893,0,0,0,1122,0,0,cloudcam,alexa_stop
1556313584.884225,1556313611.3560328,227.6764705882353,64,1332,69.68230426976329,3.769486678795706,15.055556918021573,101.0,101.0,101.0,142.0,148.0,164.0,308.0,312.0,316.0,26.471807956695557,0.01783159714795009,0.0008530574923763701,0.009327499999999999,32.06807202507754,4.352801633717928,0,0,0,1122,0,0,cloudcam,alexa_stop
1556313584.8323832,1556313611.3560328,252.76292335115863,64,1332,69.68230426976329,3.247362655075088,10.257234566429323,101.0,101.0,101.0,144.0,148.0,290.0,311.0,314.0,318.0,26.5236496925354,0.019578467914438503,0.001183218088638131,0.010794,49.98240765696976,5.863175321114211,0,0,0,1122,0,0,cloudcam,alexa_stop
1556313584.8323832,1556313611.316177,236.51960784313727,64,1332,69.68230426976329,3.4688111757696385,11.99857363671883,99.0,101.0,101.0,140.0,148.0,164.0,309.0,312.0,316.0,26.48379373550415,0.019087949197860964,0.0010069792089831438,0.009392000000000001,23.548081199680848,4.0932603002202015,0,0,0,1122,0,0,cloudcam,alexa_stop
1556332836.747153,1556332863.3161561,200.4785992217899,64,1198,47.443270992179265,3.794443347134951,21.50620994451624,100.0,101.0,103.0,128.0,132.0,164.0,310.0,312.0,315.0,26.569003105163574,0.02042699513618677,0.0005760424610603463,0.012772499999999999,6.157898757294829,1.9836153616315904,0,0,0,1028,0,0,cloudcam,alexa_stop
1556332836.749745,1556332863.24823,200.68093385214007,54,1198,47.443270992179265,3.907313757206162,20.796863598446695,100.0,101.0,103.0,122.0,132.0,160.0,308.9,312.0,315.0,26.49848508834839,0.021411755836575876,0.0006382206836199756,0.014032,8.268890828865981,2.2979792764637574,0,0,0,1028,0,0,cloudcam,alexa_stop
1556332836.749745,1556332863.3161561,201.3570038910506,64,1198,47.443270992179265,3.9702048805103707,19.472643946587386,100.0,101.0,103.0,125.20000000000005,132.0,152.79999999999973,307.0,311.0,314.30000000000007,26.56641125679016,0.020964372568093387,0.0006784052026078933,0.013044,12.581972611978964,2.725954845062095,0,0,0,1028,0,0,cloudcam,alexa_stop
1556332836.747153,1556332863.24823,190.06322957198444,54,1199,47.443270992179265,4.004854300069462,24.451331730867892,100.0,101.0,103.0,122.0,132.0,140.0,306.0,311.0,314.0,26.5010769367218,0.02020414980544747,0.0006140130916601071,0.012184,12.081226937583963,2.6850060063936314,0,0,0,1028,0,0,cloudcam,alexa_stop
1556332836.749745,1556332863.3161561,199.59824902723736,54,1199,47.443270992179265,3.9161187997656137,21.290919515843978,100.0,101.0,103.0,120.00000000000011,132.0,164.0,309.0,312.0,316.0,26.56641125679016,0.020705398832684824,0.0006359937403957922,0.012442,8.006185407115296,2.3315378785465155,0,0,0,1028,0,0,cloudcam,alexa_stop
1556332836.747153,1556332863.3161561,200.35214007782102,54,1199,47.443270992179265,3.8585304733758976,20.907677320026504,100.0,101.0,103.0,127.60000000000002,132.0,164.0,308.0,311.0,314.0,26.569003105163574,0.020281961089494163,0.0005992293546839763,0.0123295,9.72291461613424,2.4270926461535822,0,0,0,1028,0,0,cloudcam,alexa_stop
1556332836.747153,1556332863.1839252,206.16536964980546,64,1199,53.37367986620167,3.7977226942642424,20.98347831566978,100.0,101.0,103.0,128.0,136.0,164.0,310.0,312.0,315.0,26.436772108078003,0.020623031128404672,0.0006258222529668977,0.012544,9.314672760957865,2.4028327225181845,0,0,0,1028,0,0,cloudcam,alexa_stop
1556332836.747153,1556332863.24823,203.465953307393,54,1198,47.443270992179265,3.8196096701638167,19.962021227166474,100.0,101.0,103.0,128.0,132.0,164.0,309.0,312.0,316.0,26.5010769367218,0.0194721546692607,0.0005601300743879334,0.012327,11.355310015873409,2.5495294391284378,0,0,0,1028,0,0,cloudcam,alexa_stop
1556332836.747153,1556332863.24823,203.0466926070039,54,1199,47.443270992179265,3.8603102267701432,20.309131101124994,100.0,101.0,103.0,128.0,132.0,164.0,309.0,312.0,316.0,26.5010769367218,0.020750093385214007,0.0006039317670720886,0.013155,7.843473926717172,2.207051553246858,0,0,0,1028,0,0,cloudcam,alexa_stop
1556332836.789897,1556332863.24823,202.26459143968873,54,1199,47.443270992179265,3.8205622958978864,20.585202064779153,100.0,101.0,103.0,112.0,132.0,164.0,309.0,312.0,315.0,26.458333015441895,0.018385436770428018,0.0004781990397905453,0.0115715,5.009846403724842,2.014572881188983,0,0,0,1028,0,0,cloudcam,alexa_stop
1556288840.97015,1556288867.4229958,187.9569288389513,64,1498,41.51286211815685,5.261530312345358,42.752246811885904,100.0,102.0,103.0,122.0,128.0,140.0,305.0,311.0,316.0,26.452845811843872,0.01904201029962547,0.0005930661953822743,0.010671,6.034139760769387,2.1300244746782915,0,0,0,1068,0,0,cloudcam,alexa_stop
1556288840.9209511,1556288867.4229958,189.58614232209737,64,1494,41.51286211815685,5.217577705263895,40.742958245179956,100.0,101.0,103.0,122.0,128.0,140.0,306.9,312.0,316.0,26.502044677734375,0.018996323033707865,0.0005851362133341645,0.011087,11.099263710009424,2.6404960032622897,0,0,0,1068,0,0,cloudcam,alexa_stop
1556288840.934186,1556288867.4229958,192.09644194756555,64,1498,41.51286211815685,5.1925325063318555,40.61028360004609,100.0,101.0,103.0,122.0,128.0,140.0,309.0,312.0,315.0,26.488809823989868,0.019287500936329586,0.0005669184683664471,0.0120035,6.594610472207849,2.1722843943219523,0,0,0,1068,0,0,cloudcam,alexa_stop
1556288840.9209511,1556288867.4229958,184.17322097378278,64,1498,41.51286211815685,4.657973785403326,44.4172849297233,100.0,101.0,103.0,122.0,128.0,140.0,305.0,311.0,315.0,26.502044677734375,0.019659674157303374,0.0006745682376331835,0.011363999999999999,9.109759020379217,2.5201103928519335,0,0,0,1068,0,0,cloudcam,alexa_stop
1556288840.9209511,1556288867.4229958,191.50093632958803,64,1494,41.51286211815685,5.254207737621948,38.5179119150663,100.0,101.0,103.0,122.0,128.0,140.0,306.0,311.0,315.0,26.502044677734375,0.020060215355805246,0.000648862477679914,0.0117365,7.830818040929476,2.373709866719095,0,0,0,1068,0,0,cloudcam,alexa_stop
1556288840.934186,1556288867.4072282,197.3876404494382,64,1498,41.51286211815685,5.104896371811196,36.10970285160136,100.0,101.0,103.0,122.0,128.0,142.0,308.0,313.0,316.0,26.473042249679565,0.018682763108614237,0.0006244680885445796,0.0106575,7.90092492742744,2.3650086419187795,0,0,0,1068,0,0,cloudcam,alexa_stop
1556288840.933992,1556288867.4072282,182.63483146067415,64,1498,41.51286211815685,4.673347631902948,44.230007450899855,100.0,101.0,103.0,122.0,128.0,140.0,304.9,311.0,315.0,26.473236322402954,0.0193601170411985,0.0005894192703602342,0.01105,8.442650599248472,2.3402852006655315,0,0,0,1068,0,0,cloudcam,alexa_stop
1556288840.933992,1556288867.4072282,186.37734082397003,64,1498,41.51286211815685,5.198669023246404,43.8334382191752,100.0,101.0,103.0,122.0,128.0,132.0,306.0,312.0,315.0,26.473236322402954,0.018858247191011236,0.0005700647986173773,0.0108565,6.695197104381705,2.1835001694255554,0,0,0,1068,0,0,cloudcam,alexa_stop
1556288840.934186,1556288867.4072282,192.5177902621723,64,1498,41.51286211815685,4.955722719071,41.32434473216087,100.0,101.0,103.0,122.0,128.0,160.0,308.0,312.0,316.0,26.473042249679565,0.02121216479400749,0.0006665271679465756,0.013259,7.757941156583847,2.280229671980463,0,0,0,1068,0,0,cloudcam,alexa_stop
1556288840.933992,1556288867.4072099,186.64232209737827,64,1478,41.51286211815685,3.9260615443471987,37.728606197293836,100.0,101.0,103.0,122.0,128.0,142.0,308.0,311.0,315.0,26.473217964172363,0.020978510299625466,0.0006784402066062668,0.012824,8.520951442021595,2.2940904539785003,0,0,0,1068,0,0,cloudcam,alexa_stop
1556288784.943667,1556288811.4755208,197.10110294117646,54,1486,41.51286211815685,4.818048023330225,36.83280478327466,100.0,101.0,103.0,122.0,128.0,164.0,307.0,311.0,315.30000000000007,26.531853914260864,0.017280766544117646,0.0006130827985912624,0.009389,13.150911894510127,2.908229008244311,0,0,0,1088,0,0,cloudcam,alexa_stop
1556288784.943667,1556288811.444737,195.8152573529412,54,1498,41.51286211815685,4.996219030141065,38.54805460155808,100.0,101.0,103.0,122.0,128.0,164.0,308.0,312.0,316.0,26.501070022583008,0.017303994485294117,0.0007465681149824903,0.009089,43.168079819799864,4.857502291660774,0,0,0,1088,0,0,cloudcam,alexa_stop
1556288785.034265,1556288811.444737,196.2941176470588,54,1498,41.51286211815685,4.885343274333612,36.515434261715214,100.0,101.0,103.0,122.0,128.0,160.0,308.0,312.0,316.0,26.41047191619873,0.019286070772058822,0.0007543640769269095,0.010581,21.75546792197568,3.3965787316926894,0,0,0,1088,0,0,cloudcam,alexa_stop
1556288784.943667,1556288811.444737,190.19577205882354,54,1486,41.51286211815685,5.010388940034427,41.56318593833097,100.0,101.0,103.0,122.0,128.0,140.0,308.0,312.0,316.0,26.501070022583008,0.019726973345588233,0.0009671972927233001,0.010353999999999999,36.64340813142989,4.565072007963697,0,0,0,1088,0,0,cloudcam,alexa_stop
1556288785.034265,1556288811.443755,184.8933823529412,54,1498,41.51286211815685,4.901304546289458,39.826474417156554,100.0,101.0,103.0,122.0,128.0,132.0,303.0,311.0,315.0,26.40948987007141,0.021389288602941176,0.0014354427981723816,0.010216,31.618182898214947,4.714464459869257,0,0,0,1088,0,0,cloudcam,alexa_stop
1556288784.943667,1556288811.4755208,192.64430147058823,54,1498,41.51286211815685,4.962874725052183,39.07597295083187,100.0,101.0,103.0,122.0,128.0,148.79999999999905,308.0,312.0,316.0,26.531853914260864,0.020158466911764705,0.0010923618505600818,0.010352,26.588513787311868,4.2214616463644115,0,0,0,1088,0,0,cloudcam,alexa_stop
1556288785.034265,1556288811.4755208,188.49816176470588,54,1498,41.51286211815685,4.7657880519324305,39.90566281589804,100.0,101.0,103.0,122.0,128.0,140.0,307.0,311.0,316.0,26.441255807876587,0.01815546231617647,0.0008365216472110901,0.009361000000000001,33.32073964187643,4.412237518944785,0,0,0,1088,0,0,cloudcam,alexa_stop
1556288784.943667,1556288811.443743,189.44577205882354,54,1486,41.51286211815685,4.587667050707834,39.90357573914492,100.0,101.0,103.0,122.0,128.0,160.0,307.0,311.0,316.0,26.500076055526733,0.020965410845588235,0.001076755508520103,0.0106215,23.921957073302583,3.940794481023992,0,0,0,1088,0,0,cloudcam,alexa_stop
1556288784.943667,1556288811.4755208,193.9659926470588,54,1486,41.51286211815685,4.460810071289093,34.044259996332535,100.0,101.0,103.0,122.0,128.0,160.0,307.0,311.0,316.0,26.531853914260864,0.020026795036764706,0.0009724352879515116,0.010616,23.469873373708616,3.8747160090322033,0,0,0,1088,0,0,cloudcam,alexa_stop
1556288784.943667,1556288811.4755208,187.20220588235293,54,1486,41.51286211815685,4.255704764588769,37.87763376988707,100.0,101.0,103.0,122.0,128.0,142.79999999999973,308.0,311.0,315.0,26.531853914260864,0.019047904411764707,0.0009603289103864386,0.009534,28.318956042654502,4.201422078247376,0,0,0,1088,0,0,cloudcam,alexa_stop
1556286038.567848,1556286065.095761,190.29646840148698,54,1479,41.51286211815685,4.811032021001846,41.5829764930153,100.0,101.0,103.0,122.0,128.0,160.0,308.0,312.0,315.0,26.527913093566895,0.018762579925650558,0.0010716732654568616,0.009252,64.49033146425033,5.9624022651789,0,0,0,1076,0,0,cloudcam,alexa_stop
1556286038.567848,1556286065.095761,180.89591078066914,54,1471,41.51286211815685,3.4740130204011814,34.271048730686715,100.0,101.0,103.0,122.0,128.0,140.0,305.0,311.0,314.0,26.527913093566895,0.019870337360594795,0.0010017749551465471,0.010882,14.629389075155714,3.300504690797051,0,0,0,1076,0,0,cloudcam,alexa_stop
1556286038.587555,1556286065.095761,192.56505576208178,54,1479,41.51286211815685,4.107546871787367,36.99873367050634,100.0,101.0,103.0,122.0,128.0,164.0,310.0,312.0,315.0,26.508206129074097,0.0197994907063197,0.0007973770117534019,0.0113155,9.330885908533686,2.6904139454449307,0,0,0,1076,0,0,cloudcam,alexa_stop
1556286038.5545459,1556286065.095761,191.7732342007435,54,1495,41.51286211815685,5.0227720140451355,39.47962668258669,100.0,101.0,103.0,122.0,128.0,144.0,308.0,312.0,316.0,26.541215181350708,0.019823045539033458,0.00093462314126025,0.010294,10.982689078627207,2.941815972333541,0,0,0,1076,0,0,cloudcam,alexa_stop
1556286038.5545459,1556286065.064971,183.6682156133829,54,1495,41.51286211815685,4.689714405162086,39.30829360452451,100.0,101.0,102.0,112.0,128.0,132.0,305.5,311.0,314.0,26.510425090789795,0.021119934014869887,0.0013806015764542467,0.009263,27.948122296841273,4.1659393694031825,0,0,0,1076,0,0,cloudcam,alexa_stop
1556286038.567848,1556286065.095761,188.98884758364312,54,1479,41.51286211815685,4.704828435255681,37.63939648002636,100.0,101.0,103.0,122.0,128.0,142.0,307.0,312.0,315.0,26.527913093566895,0.019128667286245352,0.0009546826396380358,0.008621,42.80515389287494,4.4616294817788535,0,0,0,1076,0,0,cloudcam,alexa_stop
1556286038.5572429,1556286065.064971,200.5817843866171,54,1495,41.51286211815685,4.903305684697047,34.27865157608645,100.0,101.0,104.0,128.0,128.0,160.0,309.0,312.0,315.0,26.507728099822998,0.019385951672862452,0.0008587151186971973,0.010145,11.785202280090662,2.942383596240077,0,0,0,1076,0,0,cloudcam,alexa_stop
1556286038.588485,1556286065.095761,193.87267657992564,54,1495,41.51286211815685,4.941428509135639,39.07911974249652,100.0,101.0,103.0,122.0,128.0,160.0,309.0,312.0,316.0,26.50727605819702,0.021960532527881042,0.0018185206204594058,0.009846,46.376493894088476,5.684406801217064,0,0,0,1076,0,0,cloudcam,alexa_stop
1556286038.5545459,1556286065.064959,181.53159851301115,54,1467,41.51286211815685,2.532894265209659,19.588283148570277,100.0,101.0,103.0,122.0,128.0,140.0,307.0,311.0,315.0,26.51041316986084,0.020784915427509293,0.0013671559293760968,0.010395,44.19458097503243,5.189911012923475,0,0,0,1076,0,0,cloudcam,alexa_stop
1556286038.606615,1556286065.095761,194.90799256505576,54,1495,41.51286211815685,4.324579832926902,35.78438669416742,100.0,101.0,103.0,122.0,128.0,160.0,309.0,312.0,316.0,26.4891459941864,0.01907192657992565,0.0007759755495583253,0.010502,13.012844098588623,2.9578465491427406,0,0,0,1076,0,0,cloudcam,alexa_stop
1556313528.7785628,1556313555.3369582,244.96657633242998,64,1331,63.75189539574088,3.3720565678216787,11.130377246945335,104.0,106.0,108.0,142.0,148.0,164.0,310.0,313.0,317.0,26.558395385742188,0.017072972899729,0.0004994025222650878,0.010225,9.129325992222407,2.4888315452397074,0,0,0,1107,0,0,cloudcam,alexa_stop
1556313528.7785628,1556313555.3369582,238.02348690153568,54,1331,63.75189539574088,3.560112558454641,12.7372701637931,104.0,106.0,108.0,142.0,148.0,160.0,309.0,312.0,316.0,26.558395385742188,0.01885808581752484,0.0007535339007259019,0.010407,27.092165929212936,3.8330671639470992,0,0,0,1107,0,0,cloudcam,alexa_stop
1556313528.7785628,1556313555.302939,244.94670280036135,54,1330,63.75189539574088,3.343289993967669,10.866699173050234,104.0,106.0,108.0,142.0,148.0,162.4000000000001,309.0,312.0,318.0,26.524376153945923,0.01787759710930443,0.0006937963596512756,0.010182,22.150840051903593,3.5961561340954544,0,0,0,1107,0,0,cloudcam,alexa_stop
1556313528.7785628,1556313555.271702,244.33694670280036,54,1331,63.75189539574088,3.4149917655535114,11.45190016233059,104.0,106.0,108.0,142.0,148.0,164.0,309.0,312.0,316.0,26.493139266967773,0.020175057813911473,0.0008613306129532549,0.011794,31.81078378664005,4.23113570689154,0,0,0,1107,0,0,cloudcam,alexa_stop
1556313528.787909,1556313555.3369582,235.43812104787713,64,1331,63.75189539574088,3.55057079027135,12.560165551834267,104.0,106.0,108.0,140.0,148.0,160.0,308.0,312.0,316.0,26.549049139022827,0.019454262872628726,0.0008165920676044342,0.010389,20.657552293211328,3.496241115311101,0,0,0,1107,0,0,cloudcam,alexa_stop
1556313528.787909,1556313555.271702,233.0794941282746,54,1331,63.75189539574088,3.6353411446310377,13.502438145303579,104.0,106.0,108.0,140.0,148.0,160.0,308.0,312.0,315.0,26.483793020248413,0.018882421860885273,0.0007121732451247656,0.011299,25.566419772490253,3.705871966360961,0,0,0,1107,0,0,cloudcam,alexa_stop
1556313528.7785628,1556313555.302939,237.7335140018067,54,1331,63.75189539574088,3.5170308559129917,12.273638675332215,104.0,106.0,108.0,142.0,148.0,160.0,309.0,312.0,316.0,26.524376153945923,0.01932652303523035,0.0009351880485661506,0.009567,34.16201470585806,4.606479812224525,0,0,0,1107,0,0,cloudcam,alexa_stop
1556313528.787909,1556313555.3369582,231.420054200542,64,1330,63.75189539574088,3.853541241556908,16.015896491381802,104.0,106.0,109.0,144.0,148.0,164.0,310.0,313.0,316.0,26.549049139022827,0.019938227642276422,0.0007705923841452388,0.010557,15.293601788716266,2.9991820264660793,0,0,0,1107,0,0,cloudcam,alexa_stop
1556313528.7785628,1556313555.302939,242.9792231255646,54,1331,63.75189539574088,3.4374973840267398,11.7384929229349,104.0,106.0,108.0,142.0,148.0,164.0,309.0,312.0,317.0,26.524376153945923,0.0181373369467028,0.0007977800780590587,0.010431,42.44299555396184,5.01382878611549,0,0,0,1107,0,0,cloudcam,alexa_stop
1556313528.787909,1556313555.3369582,241.05149051490514,54,1330,65.23449761424648,3.5307689705883507,12.688858910576695,104.0,106.0,108.0,142.80000000000007,148.0,164.0,309.0,313.0,316.0,26.549049139022827,0.02042692140921409,0.0009330079733057529,0.011299,26.913994076405277,4.153130303623738,0,0,0,1107,0,0,cloudcam,alexa_stop
1556324591.967953,1556324618.4242542,197.25267249757044,54,1200,41.51286211815685,4.03395052066289,23.682503128825417,104.0,106.0,107.0,122.0,132.0,160.0,308.0,311.0,315.0,26.45630121231079,0.021069868804664722,0.0007302338256354947,0.012782,9.508814928284991,2.5608436006196245,0,0,0,1029,0,0,cloudcam,alexa_stop
